Time Step,Tokens type 1,Tokens type 2,SF,AF,SI,AI,SS,AS,R,S,IN,V,A,C,AL
1,77.09589673074824,28.490870935208143,10521.950829335346,105.58676766595639,0.9999345550729872,-6.544492701276994e-05,99.00006544492702,0.9999345550729872,0.9935205281771864,0.00999869114429013,0.0,0.0,0.0,3.4097713897562842,0
2,74.29672144806813,39.590279438456946,11313.650596114778,113.88700088652507,0.9999656719924139,-3.43280075860708e-05,99.00003432800759,0.9999656719924139,0.99660141058219,0.0099993134516324,0.0,0.0,0.0,7.744897448749832,0
3,74.89798658863656,47.158345834289264,12105.481264578377,122.05633242292582,0.9999819054243032,-1.809457569679207e-05,99.0000180945757,0.9999819054243032,0.9982086045914842,0.0099996381117602,0.0,0.0,0.0,7.646396026359333,0
4,77.41710012791715,52.734735281538676,12897.385761591842,130.15183540945583,0.9999904212711908,-9.578728809245263e-06,99.00000957872881,0.9999904212711908,0.9990516967643556,0.009999808426341336,0.0,0.0,0.0,7.2373631056397985,0
5,81.0178801640714,57.18781892978737,13689.331897907447,138.20569909385875,0.9999949101331844,-5.089866815577437e-06,99.00000508986682,0.9999949101331844,0.9994961006204792,0.009999898202922757,0.0,0.0,0.0,7.029234417067722,0
6,85.2287201044624,61.00735810739964,14481.301518789442,146.23607821186204,0.9999972863103429,-2.7136896570967295e-06,99.00000271368965,0.9999972863103429,0.9997313439949109,0.009999945726280497,0.0,0.0,0.0,6.937160218265459,0
7,89.78363383084292,64.46957820357296,15273.284384966893,154.25321203441587,0.9999985488428659,-1.451157134124692e-06,99.00000145115713,0.9999985488428659,0.9998563352352385,0.009999970976878375,0.0,0.0,0.0,6.897171255467177,0
8,94.53260517252153,67.73027033781472,16065.274721490969,162.26287551033624,0.9999992218956791,-7.781043208643368e-07,99.00000077810432,0.9999992218956791,0.9999229676122944,0.009999984437919636,0.0,0.0,0.0,6.8796239065585345,0
9,99.3910250092282,70.8773007015271,16857.269271290545,170.2683257107553,0.9999995817674179,-4.1823258212225767e-07,99.00000041823259,0.9999995817674179,0.9999585949570365,0.009999991635350109,0.0,0.0,0.0,6.871855659492556,0
10,104.31117379713076,73.96022582666087,17649.266197377503,178.27139962379164,0.9999997747018953,-2.2529810472793343e-07,99.00000022529811,0.9999997747018953,0.9999776954826225,0.00999999549403841,0.0,0.0,0.0,6.8683851821671755,0
11,109.26613771350783,77.00699559723631,18441.264463690553,186.27313331074413,0.9999998783890728,-1.2161092721729716e-07,99.00000012161092,0.9999998783890728,0.9999879605167503,0.009999997567781603,0.0,0.0,0.0,6.86681641822662,0
12,114.24073736234453,80.0333737478409,19233.26348589113,194.27411111018543,0.9999999342358187,-6.576418132286932e-08,99.00000006576418,0.9999999342358187,0.9999934893456188,0.009999998684716415,0.0,0.0,0.0,6.866097464098813,0
13,119.22641156428844,83.04825102478186,20025.262934412243,202.27466258907032,0.9999999643759512,-3.5624048821958354e-08,99.00000003562405,0.9999999643759512,0.999996473219049,0.009999999287519037,0.0,0.0,0.0,6.865763245123383,0
14,124.21833181418478,86.05664180897654,20817.26262337814,210.27497362316132,0.999999980672442,-1.932755799849417e-08,99.00000001932756,0.999999980672442,0.9999980865717166,0.009999999613448846,0.0,0.0,0.0,6.865605767630293,0
15,129.2137748351264,89.06137421126233,21609.262447954927,218.27514904638872,0.9999999894987796,-1.0501220448766446e-08,99.00000001050122,0.9999999894987796,0.9999989603791842,0.00999999978997559,0.0,0.0,0.0,6.865530670707551,0
16,134.21120469893742,92.06404328615154,22401.26234901623,226.27524798508898,0.9999999942867093,-5.7132907294032975e-09,99.00000000571329,0.9999999942867093,0.9999994343842159,0.009999999885734185,0.0,0.0,0.0,6.865494490257022,0
17,139.20975514212685,95.06554864438905,23193.2622932148,234.2753037865159,0.9999999968877383,-3.1122616706014128e-09,99.00000000311226,0.9999999968877383,0.9999996918861107,0.009999999937754769,0.0,0.0,0.0,6.865476910997185,0
18,144.20893759208565,98.066397666435,23985.26226174279,242.27533525852064,0.9999999983026456,-1.6973543681686465e-09,99.00000000169736,0.9999999983026456,0.9999998319619057,0.009999999966052912,0.0,0.0,0.0,6.865468311128512,0
19,149.20847649386246,101.0668765148689,24777.262243992584,250.27535300873137,0.9999999990732922,-9.267078215913216e-10,99.0000000009267,0.9999999990732922,0.9999999082559293,0.009999999981465843,0.0,0.0,0.0,6.865464081212899,0
20,154.20821643446453,104.0671465853856,25569.262233981444,258.27536301985015,0.9999999994935262,-5.064737518267748e-10,99.00000000050647,0.9999999994935262,0.9999999498590885,0.009999999989870523,0.0,0.0,0.0,6.865461991888757,0
21,159.20806976096407,107.06729890515702,26361.26222833519,266.2753686661211,0.9999999997229309,-2.7706914540459593e-10,99.00000000027707,0.9999999997229309,0.999999972570156,0.009999999994458617,0.0,0.0,0.0,6.865460956518551,0
22,164.2079870371098,110.06738481350808,27153.26222515068,274.2753718506179,0.9999999998482909,-1.5170908973516362e-10,99.00000000015172,0.9999999998482909,0.999999984980806,0.00999999999696582,0.0,0.0,0.0,6.865460442158731,0
23,169.20794038085597,113.06743326581805,27945.262223354606,282.27537364667404,0.9999999999168612,-8.313882915444992e-11,99.00000000008313,0.9999999999168612,0.9999999917692475,0.009999999998337223,0.0,0.0,0.0,6.865460186148866,0
