Time Step,Tokens type 1,Tokens type 2,SF,AF,SI,AI,SS,AS,R,S,IN,V,A,C,AL
1,70.81661078163545,28.579639197574735,10528.141347022092,99.39624997921018,0.9993465963493406,-0.0006534036506593566,99.00065340365066,0.9993465963493406,0.9352707442527055,0.00998693619635012,0.0,0.0,0.0,54.0,0
2,70.75520417276852,39.64034473843171,11317.142048090103,110.39554891120022,0.9996571725403528,-0.0003428274596471992,99.00034282745965,0.9996571725403528,0.96604844196854,0.009993144626113728,0.0,0.0,0.0,14.186806649324264,0
3,72.90057084536757,47.186582663475036,12107.45044349246,120.0871535088426,0.9998192664532155,-0.00018073354678449505,99.00018073354678,0.9998192664532155,0.9821041444868912,0.009996385655710458,0.0,0.0,0.0,8.200827339801144,0
4,76.29055764871343,52.750660853199456,12898.496378499385,129.04121850191288,0.9999043177257344,-9.568227426559606e-05,99.00009568227426,0.9999043177257344,0.990526548406322,0.009998086446065662,0.0,0.0,0.0,7.07305927159949,0
5,80.3825102058005,57.19680095220405,13689.9582858433,137.57931115800454,0.9999491550815951,-5.084491840490202e-05,99.0000508449184,0.9999491550815951,0.9949660971295463,0.009998983127483959,0.0,0.0,0.0,6.872407479237752,0
6,84.8703714479976,61.01242396804264,14481.654801585262,145.88279541604024,0.9999728911813358,-2.7108818664189904e-05,99.00002710881867,0.9999728911813358,0.9973161541963614,0.009999457830975597,0.0,0.0,0.0,6.85124669395111,0
7,89.58152518859677,64.47243534897561,15273.483636463738,154.05396053757238,0.999985503278904,-1.4496721095991205e-05,99.00001449672109,0.999985503278904,0.9985648038058662,0.009999710067679631,0.0,0.0,0.0,6.856087279361423,0
8,94.41861589829469,67.73188176782182,16065.387099335188,162.1504976661165,0.9999922268723981,-7.773127601917729e-06,99.0000077731276,0.9999922268723981,0.9992304543856387,0.009999844538052177,0.0,0.0,0.0,6.8609593670257825,0
9,99.32673505856425,70.8782095480511,16857.332652394685,170.20494460661536,0.9999958219153143,-4.178084685668715e-06,99.00000417808468,0.9999958219153143,0.9995863678879202,0.00999991643848085,0.0,0.0,0.0,6.863574187896132,0
10,104.2749142649563,73.96073841610041,17649.301944320236,178.2356526810567,0.9999977492997129,-2.250700287143026e-06,99.00000225070029,0.9999977492997129,0.9997771801700596,0.009999954986044916,0.0,0.0,0.0,6.864756612634182,0
11,109.24568733736143,77.00728469768022,18441.284624966254,186.25297203504164,0.9999987851206992,-1.2148793008259773e-06,99.0000012148793,0.9999987851206992,0.999879726803102,0.009999975702428743,0.0,0.0,0.0,6.865238803375003,0
12,114.22920335019796,80.03353680049125,19233.274856850625,194.2627401506892,0.9999993430229944,-6.56977005575321e-07,99.00000065697701,0.9999993430229944,0.9999349592337123,0.009999986860464204,0.0,0.0,0.0,6.865415678864277,0
13,119.21990638143778,83.04834298647665,20025.2693476334,202.26824936791445,0.9999996441195383,-3.558804616554667e-07,99.00000035588046,0.9999996441195383,0.9999647678217652,0.009999992882392032,0.0,0.0,0.0,6.86547042647265,0
14,124.21466289105703,86.0566936753724,20817.26624043487,210.27135656642943,0.9999998069197207,-1.9308027932041227e-07,99.00000019308028,0.9999998069197207,0.9999808850486415,0.009999996138394786,0.0,0.0,0.0,6.865480976279584,0
15,129.21170556248234,89.0614034639096,21609.264487974924,218.27310902639192,0.9999998950939017,-1.0490609825275499e-07,99.00000010490609,0.9999998950939017,0.9999896142951942,0.009999997901878147,0.0,0.0,0.0,6.8654780460535925,0
16,134.21003762916618,92.0640597846446,22401.26349958751,226.27409741381078,0.9999999429248174,-5.707518258013522e-08,99.00000005707518,0.9999999429248174,0.9999943495566103,0.009999998858496381,0.0,0.0,0.0,6.865472625185902,0
17,139.20909691477587,95.06555794953914,23193.262942137,234.274654864315,0.9999999689088291,-3.109117086008695e-08,99.00000003109118,0.9999999689088291,0.999996921974001,0.009999999378176591,0.0,0.0,0.0,6.865468017805485,0
18,144.20856635185967,98.06640291453964,23985.26262773491,242.2749692663993,0.999999983043604,-1.6956395954004222e-08,99.00000001695639,0.999999983043604,0.9999983213167569,0.009999999660872083,0.0,0.0,0.0,6.865464806414433,0
19,149.20826711437502,101.06687947479992,24777.26245041214,250.27514658917494,0.9999999907422848,-9.25771515003504e-09,99.00000000925772,0.9999999907422848,0.9999990834861906,0.009999999814845695,0.0,0.0,0.0,6.8654627666560275,0
20,154.2080983444336,104.0671482547867,25569.262350402074,258.2752465992203,0.9999999949403784,-5.059621610570275e-09,99.00000000505962,0.9999999949403784,0.9999994990974568,0.009999999898807569,0.0,0.0,0.0,6.865461539213012,0
21,159.20800315818664,107.06729984669923,26361.262293996424,266.27530300488587,0.999999997232108,-2.767892026689367e-09,99.00000000276789,0.999999997232108,0.9999997259786904,0.00999999994464216,0.0,0.0,0.0,6.865460826225207,0
22,164.20794947314334,110.0673853445379,27153.262262183616,274.27533481768126,0.9999999984844424,-1.5155575683323264e-09,99.00000000151556,0.9999999984844424,0.9999998499598021,0.009999999969688847,0.0,0.0,0.0,6.865460422255792,0
23,169.2079191947789,113.06743356531885,27945.26224424118,282.27535276009775,0.9999999991694508,-8.305491849824875e-10,99.00000000083055,0.9999999991694508,0.9999999177756297,0.009999999983389017,0.0,0.0,0.0,6.8654601975679554,0
24,174.20790211778137,116.0674607618393,28737.262234121663,290.2753628796207,0.99999999954448,-4.5551995508930077e-10,99.00000000045551,0.99999999954448,0.9999999549035389,0.0099999999908896,0.0,0.0,0.0,6.865460074370391,0
25,179.2078924863548,119.06747610067683,29529.262228414267,298.2753685870316,0.9999999997499773,-2.500226692347951e-10,99.00000000025003,0.9999999997499773,0.9999999752477676,0.009999999994999545,0.0,0.0,0.0,6.865460007585115,0
26,184.20788705423018,122.0674847517812,30321.26222519527,306.2753718060114,0.9999999998626705,-1.373294811202186e-10,99.00000000013733,0.9999999998626705,0.999999986404387,0.009999999997253409,0.0,0.0,0.0,6.865459971715454,0
27,189.2078839905119,125.06748963100407,31113.26222337976,314.275373621516,0.9999999999245178,-7.548217606512253e-11,99.00000000007549,0.9999999999245178,0.9999999925272646,0.009999999998490357,0.0,0.0,0.0,6.865459952598391,0
28,194.20788226257474,128.06749238288575,31905.262222355792,322.2753746454605,0.9999999999584849,-4.151512467132079e-11,99.00000000004151,0.9999999999584849,0.9999999958899994,0.009999999999169696,0.0,0.0,0.0,6.865459942475997,0
