Time Step,Tokens type 1,Tokens type 2,SF,AF,SI,AI,SS,AS,R,S,IN,V,A,C,AL
1,61.69795522476437,67.6133510918282,10498.22629068471,129.31130631659258,1.002194268794436,0.0021942687944360717,98.99780573120556,1.002194268794436,1.2167569875554185,0.010043933524044143,0.4679171423191973,0.4688702227946928,0.16601026061432902,2.5116315115754464,0
2,65.61228243869323,61.65535824679067,11300.269956315818,127.2676406854839,1.0011497304724308,0.0011497304724308322,98.99885026952757,1.0011497304724308,1.113692600922881,0.010023007828250208,0.3388820016365779,0.3390854977476043,0.13642239041166085,5.637121990921926,0
3,69.99996298734911,59.603050282189486,12097.934583731765,129.6030132695386,1.0006056932486127,0.0006056932486127042,98.99939430675138,1.0006056932486127,1.0599273340310364,0.010012117533615368,0.2460338607537625,0.2460288448255965,0.10771886503401355,6.5660897319071365,0
4,74.65461481679102,59.75354859015441,12893.129433594351,134.40816340694545,1.0003205418403824,0.0003205418403824378,98.99967945815962,1.0003205418403824,1.0317234734972769,0.010006411864278364,0.17900813563499954,0.17896258387498643,0.08282882418964342,6.820367181675072,0
5,79.45983844859626,61.146429635846644,13686.931328916862,140.6062680844429,1.0001703005632465,0.0001703005632465171,98.99982969943676,1.0001703005632465,1.0168568850243829,0.01000340630128775,0.1304881473172713,0.13044743877570486,0.06262490830401558,6.873166039564682,0
6,84.34998457693442,63.24001454561706,14479.947597878752,147.5899991225515,1.0000907892203097,9.078922030969494e-05,98.99990921077969,1.0000907892203097,1.0089873168591819,0.01000181586683302,0.09527905245931514,0.09525096131143274,0.04685663735897566,6.8781626895442995,0
7,89.28802699331713,65.72879643472758,15272.520773573266,155.01682342804472,1.0000485478113943,4.854781139429498e-05,98.99995145218861,1.0000485478113943,1.0048060000072578,0.010000970979796785,0.06967456825752141,0.06965706171410124,0.03483574792638061,6.874684272689318,0
8,94.25308291615698,68.44046942018592,16064.844044664962,162.69355233634292,1.000026030527602,2.6030527602083353e-05,98.99997396947239,1.000026030527602,1.0025769551531167,0.010000520617327924,0.051019457103494974,0.05100909919807384,0.02579990222924073,6.871116927592715,0
9,99.2333744566386,71.27785298398445,16857.026369560677,170.51122744062303,1.0000139912856183,1.3991285618297766e-05,98.99998600871439,1.0000139912856183,1.0013851178966213,0.010000279827669926,0.03740466530389405,0.037398716925696185,0.01906523427195748,6.868706931647185,0
10,104.22225888547024,74.18613731396681,17649.129200801857,178.40839619943705,1.0000075369287578,7.536928757767569e-06,98.99999246307124,1.0000075369287578,1.0007461503233428,0.010000150739143208,0.027453364006803618,0.02745000963172428,0.014071215831587885,6.867262784582773,0
11,109.21598970333129,77.13440967607687,18441.18719762189,186.35039937940815,1.0000040682526883,4.068252688282925e-06,98.9999959317473,1.0000040682526883,1.0004027553776473,0.010000081365219272,0.02016986895760684,0.02016799905577571,0.010379127063545336,6.866441512851571,0
12,114.21245388460497,80.10523528830696,19233.219907828403,194.3176891729119,1.0000022000061926,2.200006192554227e-06,98.9999977999938,1.0000022000061926,1.0002178001338948,0.01000004400017225,0.014832401533594039,0.014831366840439841,0.007654275752079398,6.865987400819364,0
13,119.21045968284332,83.08878093360471,20025.238356384863,202.29924061644803,1.0000011917284584,1.1917284583606857e-06,98.99999880827154,1.0000011917284584,1.0001179809767773,0.010000023834583368,0.01091662511102062,0.010916055285659088,0.0056451102109763744,6.865740652220254,0
14,124.20933495304976,86.07950067755263,20817.248761370698,210.2888356306024,1.0000006465628932,6.465628932250667e-07,98.9999993534371,1.0000006465628932,1.0000640096850488,0.010000012931262044,0.008040910863712903,0.00804059798821255,0.004164242510294831,6.865608200363564,0
15,129.2087006054462,89.07426661313926,21609.25462978273,218.28296721858547,1.0000003512961786,3.5129617859119833e-07,98.99999964870382,1.0000003512961786,1.000034778309457,0.010000007025924806,0.005927023326951199,0.005926851846427272,0.0030728298996475444,6.865537755835925,0
16,134.2083428333978,92.07131460081014,22401.257939567113,226.27965743420793,1.000000191126061,1.911260609777088e-07,98.99999980887394,1.000000191126061,1.0000189214764372,0.010000003822521586,0.004371796249238345,0.004371702358674234,0.0022683291802290564,6.86550056679066,0
