Time Step,Tokens type 1,Tokens type 2,SF,AF,SI,AI,SS,AS,R,S,IN,V,A,C,AL
1,47.906299344621026,70.77876452979498,10508.852533126887,118.68506387441602,1.0011808794409556,0.0011808794409555734,98.99881912055905,1.0011808794409556,1.1167691743372852,0.010023631533581653,0.3434365457355363,0.34365628440024,0.137663188236961,3.3646578140960166,0
2,57.83378852229238,63.44065142580392,11306.263157053207,121.2744399480963,1.000619043080889,0.0006190430808890035,98.99938095691911,1.000619043080889,1.0612473502596036,0.010012384693761141,0.24872878877050555,0.24872699229865347,0.10864573189558988,3.584130697165037,0
3,65.61289241849903,60.60995563515296,12101.31474894765,126.22284805365199,1.0003262019181827,0.00032620191818266697,98.99967379808182,1.0003262019181827,1.0322834589738417,0.010006525102440567,0.18058115770763988,0.18053582643258181,0.08345340406728086,5.337040781813769,0
4,72.18030701595958,60.321443209225805,12895.035846776113,132.5017502251854,1.0001726535917872,0.0001726535917871974,98.99982734640821,1.0001726535917872,1.0170897549793667,0.010003453369928372,0.1313863720749714,0.1313454109595269,0.0630152262525626,6.326424277597603,0
5,78.06432884892733,61.466722201002916,13688.006545951375,139.53105104993026,1.0000917354236865,9.173542368645649e-05,98.99990826457632,1.0000917354236865,1.0090809738979811,0.01000183479262761,0.09577421838387193,0.09574592527712422,0.0470846116493498,6.645553228016357,0
6,83.56291716272113,63.420659552365194,14480.554020286216,146.98357671508631,1.0000489070199994,4.8907019999377965e-05,98.99995109298,1.0000489070199994,1.0048415581937622,0.010000978164318951,0.06993184411964808,0.06991423320575896,0.03495876148120042,6.763640484864248,0
7,88.84412097170085,65.83068021853353,15272.862795811076,154.67480119023438,1.000026152609734,2.6152609734042542e-05,98.99997384739027,1.000026152609734,1.002589040653506,0.010000523059034271,0.051138953639015224,0.05112855340638767,0.025858498299701504,6.816220970854231,0
8,94.00271991996539,68.49793187425247,16065.036945207086,162.50065179421784,1.000014022739255,1.4022739255104e-05,98.99998597726075,1.000014022739255,1.001388231719435,0.010000280456751472,0.03744668559518337,0.03744072502332996,0.019086195894029632,6.841236102962878,0
9,99.09216972678654,71.31026180807798,16857.135165466436,170.40243153486452,1.0000075371979644,7.537197964424536e-06,98.99999246280204,1.0000075371979644,1.0007461769743728,0.010000150744527382,0.027453854293158112,0.027450499805659057,0.014071463326939076,6.853451904307718,0
10,104.14261941783369,74.20441589075557,17649.190561692703,178.34703530858926,1.000004060205386,4.060205385902904e-06,98.99999593979462,1.000004060205386,1.0004019587011748,0.010000081204272572,0.02014991042337921,0.02014804405818804,0.010368967945886433,6.859493590552927,0
11,109.17107304358427,77.14471879338572,18441.22180516433,186.31579183697,1.0000021916046227,2.191604622669985e-06,98.99999780839538,1.0000021916046227,1.0002169683821416,0.010000043832140483,0.014804052889495125,0.014803022023379686,0.007639760708511525,6.862497623465672,0
12,114.18712088850765,80.11104963046915,19233.239426482338,194.2981705189768,1.0000011851643116,1.1851643115790012e-06,98.99999881483569,1.0000011851643116,1.0001173311277862,0.010000023703300278,0.010886518759301436,0.010885952001182808,0.0056296300935709635,6.863992284880882,0
13,119.19617187304443,83.0920602225842,20025.249364905685,202.28823209562864,1.0000006419957814,6.419957814252086e-07,98.99999935800422,1.0000006419957814,1.0000635575415635,0.01000001283991975,0.008012461352586295,0.008012150650582583,0.004149569834320115,6.864734659982876,0
14,124.20127662832317,86.08135019653704,20817.25497017644,210.28262682486022,1.0000003483098447,3.4830984474432114e-07,98.99999965169016,1.0000003483098447,1.0000344826626217,0.010000006966198108,0.005901777049538685,0.0059016070091511,0.0030597806039555932,6.865102406960144,0
15,129.20415571030043,89.07530974184645,21609.25813154917,218.2794654521469,1.0000001892467618,1.8924676181697464e-07,98.99999981075324,1.0000001892467618,1.0000187354259065,0.010000003784935594,0.0043502497170006755,0.004350156741483868,0.002257174368016677,6.865284073047345,0
16,134.2057795125356,92.07190292540099,22401.259914563383,226.2776824379366,1.0000001029615269,1.0296152685995708e-07,98.99999989703848,1.0000001029615269,1.000010193190105,0.010000002059230642,0.0032087616966500047,0.0032087108771783335,0.0016658649905742751,6.865373590029896,0
17,139.20669533699623,95.06998148092575,23193.260920183395,234.27667681792198,1.0000000560873226,5.608732256412452e-08,98.99999994391268,1.0000000560873226,1.000005552644632,0.01000000112174648,0.002368276154048276,0.0023682483762610396,0.00123003965842591,6.865417604936727,0
18,144.20721186199196,98.06889778624168,23985.261487353077,242.27610964823364,1.0000000305887107,3.0588710675516495e-08,98.99999996941129,1.0000000305887107,1.0000030282822496,0.010000000611774225,0.001748962828074036,0.00174894764080058,0.0009086630783137295,6.865439207892849,0
19,149.20750318208965,101.06828658243987,24777.261807236788,250.27578976452952,1.0000000167005747,1.6700574700934112e-08,98.99999998329943,1.0000000167005747,1.0000016533568863,0.010000000334011494,0.001292307023196304,0.0012922987161045896,0.000671564514494496,6.865449795182496,0
20,154.20766748662464,104.06794186349563,25569.261987651174,258.27560935012025,1.0000000091273695,9.127369526851226e-09,98.99999999087262,1.0000000091273695,1.0000009036095927,0.01000000018254739,0.0009553726730204477,0.0009553681267870928,0.0004965561054421785,6.865454977609196,0
21,159.20776015438238,107.06774744201107,26361.262089404914,266.2755075963935,1.0000000049931745,4.993174540501855e-09,98.99999999500683,1.0000000049931745,1.0000004943242684,0.01000000009986349,0.0007066239817307407,0.000706621492208015,0.0003673144970274489,6.8654575119091295,0
22,164.20781241899772,110.06763778829378,27153.262146794004,274.2754502072915,1.0000000027340095,2.734009463267739e-09,98.99999999726599,1.0000000027340095,1.0000002706669466,0.010000000054680188,0.000522877562704017,0.0005228761985609509,0.0002718251871932198,6.865458750259118,0
23,169.20784189624078,113.06757594359716,27945.26217916144,282.2754178398379,1.00000000149828,1.4982799445562023e-09,98.99999999850172,1.00000000149828,1.0000001483297116,0.0100000000299656,0.0003870762124325595,0.0003870754644585972,0.0002012406503679909,6.865459354988227,0
24,174.20785852140585,116.06754106318826,28737.26219741669,290.2753995845941,1.0000000008217407,8.217406755051115e-10,98.99999999917826,1.0000000008217407,1.0000000813523404,0.010000000016434812,0.0002866601951492139,0.00028665978475395093,0.0001490419261382492,6.86545965015803,0
25,179.20786789799902,119.06752139063767,29529.26220771266,298.2753892886367,1.0000000004510312,4.510312123784388e-10,98.99999999954898,1.0000000004510312,1.000000044652106,0.010000000009020625,0.00021237495430841407,0.00021237472898061327,0.00011042324532884785,6.865459794180404,0
26,184.20787318639753,122.0675102953191,30321.262213519567,306.27538348171663,1.0000000002477372,2.4773716411630176e-10,98.99999999975226,1.0000000002477372,1.0000000245259801,0.010000000004954742,0.0001573966848618255,0.0001573965610734973,8.183983329273836e-05,6.865459864436123,0
27,189.20787616905426,125.06750403755944,31113.26221679466,314.2753802066137,1.000000000136167,1.3616707761343605e-10,98.99999999986383,1.000000000136167,1.0000000134805374,0.010000000002723343,0.00011669064983746324,0.00011669058178620517,6.0675596891255346e-05,6.865459898702511,0
28,194.20787785127263,128.06750050818297,31905.262218641798,322.2753783594556,1.0000000000748919,7.489187048292933e-11,98.99999999992511,1.0000000000748919,1.00000000741429,0.010000000001497837,8.654008925193026e-05,8.654005181352176e-05,4.499889894490128e-05,6.8654599154144185,0
29,199.2078788000438,131.0674985176146,32697.262219683616,330.2753773176584,1.000000000041216,4.121591956618431e-11,98.99999999995879,1.000000000041216,1.0000000040803698,0.010000000000824317,6.419962582794822e-05,6.419960522086043e-05,3.3382733703346545e-05,6.865459923564971,0
30,204.20787933515072,134.0674973949341,33489.26222027117,338.2753767300848,1.0000000000226958,2.2695845203202225e-11,98.9999999999773,1.0000000000226958,1.000000002246904,0.010000000000453918,4.764015659366279e-05,4.764014525093785e-05,2.4772291290418025e-05,6.865459927540367,0
31,205.53711652453433,182.48502857990547,38414.192342993396,388.0221451044398,1.0000000000058173,5.817346604430895e-12,98.99999999999419,1.0000000000058173,1.0000000005758987,0.010000000000116348,2.411917619736846e-05,2.4119173291925478e-05,1.2541820365621349e-05,6.865459929479606,0
32,189.82558894030444,178.7437120035603,36488.36078405723,368.56930094386473,1.000000000002572,2.5719426588466376e-12,98.99999999999743,1.000000000002572,1.0000000002546434,0.01000000000005144,1.6037277383770672e-05,1.6037276096003694e-05,8.33931736730964e-06,6.865459930425763,0
33,183.22674735492785,177.17235904149533,35679.51152930402,360.3991063964232,1.0000000000011047,1.1046719095020308e-12,98.99999999999889,1.0000000000011047,1.0000000001093752,0.010000000000022094,1.0510337337596783e-05,1.051033678978186e-05,5.465346693602769e-06,6.8654599308874955,0
34,180.4552338890697,176.51239079742805,35339.79484230769,356.96762468649774,1.0000000000004685,4.685141163918161e-13,98.99999999999953,1.0000000000004685,1.0000000000463793,0.010000000000009373,6.844809101732469e-06,6.8448088641481775e-06,3.5592885514201813e-06,6.865459931112891,0
35,179.29119823340926,176.2352041349198,35197.11383376923,355.52640236832906,1.0000000000001974,1.9739765377835283e-13,98.9999999999998,1.0000000000001974,1.0000000000195584,0.010000000000003948,4.442945574484498e-06,4.442945478189131e-06,2.3103265663726447e-06,6.865459931222945,0
36,178.80230325803188,176.11878573666633,35137.18781018308,354.9210889946982,1.0000000000000833,8.326672684688674e-14,98.99999999999991,1.0000000000000833,1.0000000000082283,0.010000000000001666,2.8855974571460903e-06,2.885597416568686e-06,1.5005085127528518e-06,6.86545993127671,0
37,178.59696736837338,176.06989000939984,35112.01888027691,354.6668573777732,1.0000000000000349,3.4861002973229915e-14,98.99999999999997,1.0000000000000349,1.0000000000034577,0.0100000000000007,1.8671101460071577e-06,1.867110133169092e-06,9.708963695587158e-07,6.865459931302975,0
38,178.51072629471682,176.04935380394792,35101.44792971629,354.56008009866474,1.0000000000000147,1.4654943925052066e-14,98.99999999999999,1.0000000000000147,1.0000000000014533,0.010000000000000292,1.2105760581248851e-06,1.210576061616564e-06,6.294991692223917e-07,6.865459931315817,0
39,178.47450504378105,176.04072859765813,35097.00813048082,354.5152336414392,1.0000000000000062,6.217248937900877e-15,99.0,1.0000000000000062,1.000000000000611,0.010000000000000125,7.884953353001423e-07,7.884953356906976e-07,4.10017412679764e-07,6.8654599313221,0
40,178.45929211838805,176.03710601101642,35095.14341480195,354.4963981294045,1.0000000000000027,2.6645352591003757e-15,99.0,1.0000000000000027,1.0000000000002567,0.010000000000000052,5.161913655903563e-07,5.161913674278651e-07,2.6841944080313594e-07,6.865459931325169,0
41,178.45290268972298,176.0355845246269,35094.36023421681,354.4884872143499,1.000000000000001,1.1102230246251565e-15,99.0,1.000000000000001,1.000000000000108,0.010000000000000021,3.332000937312526e-07,3.33200089741581e-07,1.7326401987816098e-07,6.865459931326674,0
42,178.45021912968366,176.0349455003433,35094.03129837107,354.48516463002693,1.0000000000000004,4.440892098500626e-16,99.0,1.0000000000000004,1.000000000000045,0.010000000000000007,2.1073424255447011e-07,2.1073424116835326e-07,1.0958179455400341e-07,6.865459931327406,0
