Time Step,Tokens type 1,Tokens type 2,SF,AF,SI,AI,SS,AS,R,S,IN,V,A,C,AL
1,45.84627009309439,34.08270345109625,10547.608623457112,79.92897354419064,0.997502144479723,-0.002497855520277037,99.00249785552028,0.997502144479723,0.7520930677934617,0.00995010528241646,0.0,0.0,0.0,32.27866650384662,0
2,56.67193202443135,42.744072977417844,11328.121591999454,99.41600500184919,0.9986882758233581,-0.0013117241766419374,99.00131172417665,0.9986882758233581,0.869968741366792,0.009973782722670318,0.0,0.0,0.0,13.776619511267594,0
3,64.9576053537054,48.93708539026321,12113.642906257333,113.89469074396862,0.9993081614431845,-0.0006918385568155383,99.00069183855682,0.9993081614431845,0.9314605646512206,0.009986168015269577,0.0,0.0,0.0,8.612280076998694,0
4,71.81072511141598,53.73794439110799,12901.988927498773,125.54866950252396,0.9996336451306811,-0.0003663548693189078,99.00036635486931,0.9996336451306811,0.963717575694604,0.009992674244772525,0.0,0.0,0.0,7.513734071614297,0
5,77.85588465476474,57.75362886758446,13691.928083478955,135.6095135223492,0.9998052967827898,-0.00019470321721015704,99.0001947032172,0.9998052967827898,0.9807206277403869,0.009996106314749224,0.0,0.0,0.0,7.156129156280403,0
6,83.44535463721343,61.326474912317195,14482.765767451772,144.77182954953062,0.999896183750768,-0.00010381624923194721,99.00010381624924,0.999896183750768,0.9897211242117017,0.009997923782793496,0.0,0.0,0.0,7.001780713115042,0
7,88.77781570731449,64.64956008154647,15274.11022121245,153.42737578886096,0.9999444812058528,-5.5518794147224604e-05,99.00005551879414,0.9999444812058528,0.9945033342111772,0.00999888965494042,0.0,0.0,0.0,6.93087570109728,0
8,93.9653237508515,67.83178011699178,16065.740493133462,161.79710386784328,0.9999702303107426,-2.976968925738621e-05,99.00002976968926,0.9999702303107426,0.997052713023705,0.009999404615077194,0.0,0.0,0.0,6.897305996425958,0
9,99.0710782874063,70.93455221698295,16857.53196649691,170.00563050438925,0.9999839985197028,-1.600148029723414e-05,99.0000160014803,0.9999839985197028,0.9984158281014675,0.00999967997295453,0.0,0.0,0.0,6.881063194857238,0
10,104.13072384602322,73.99251568137797,17649.414357473892,178.12323952740118,0.999991380085507,-8.619914492968839e-06,99.0000086199145,0.999991380085507,0.9991466211091469,0.009999827602453172,0.0,0.0,0.0,6.873112558282355,0
11,109.16436394108317,77.02520707529676,18441.348025984917,186.18957101637994,0.9999953471430878,-4.652856912201742e-06,99.00000465285692,0.9999953471430878,0.9995393650224236,0.009999906943078245,0.0,0.0,0.0,6.869207430974531,0
12,114.18333695469701,80.04364502146699,19233.31061502515,194.22698197616398,0.9999974838448348,-2.516155165221967e-06,99.00000251615516,0.9999974838448348,0.9997509000118643,0.009999949676960005,0.0,0.0,0.0,6.867290938512399,0
13,119.19403773437524,83.05404402310697,20025.28951524383,202.24808175748223,0.9999986370128376,-1.3629871623566103e-06,99.00000136298716,0.9999986370128376,0.9998650640870151,0.009999972740275332,0.0,0.0,0.0,6.866352619425338,0
14,124.20007297411374,86.05990906003188,20817.277614967155,210.25998203414562,0.999999260521181,-7.394788189563073e-07,99.00000073947882,0.999999260521181,0.999926791542774,0.00999998521042909,0.0,0.0,0.0,6.865894380719389,0
15,129.2034768493263,89.06321694085754,21609.27090321113,218.26669379018387,0.9999995982196777,-4.0178032234550187e-07,99.00000040178033,0.9999995982196777,0.9999602237321058,0.009999991964395166,0.0,0.0,0.0,6.865671082085811,0
16,134.2053966349462,92.06508258564324,22401.26711778073,226.27047922058944,0.9999997814074802,-2.1859251975175908e-07,99.00000021859252,0.9999997814074802,0.999978359335819,0.009999995628150082,0.0,0.0,0.0,6.8655624540943,0
17,139.2064793940358,95.06613480930237,23193.264982797977,234.27261420333815,0.9999998809237647,-1.1907623531648426e-07,99.00000011907623,0.9999998809237647,0.9999882114513164,0.009999997618475436,0.0,0.0,0.0,6.865509676387546,0
