Time Step,Tokens type 1,Tokens type 2,SF,AF,SI,AI,SS,AS,R,S,IN,V,A,C,AL
1,74.37924861846295,37.38030000651101,10515.778048376329,111.75954862497396,1.0005215184867664,0.0005215184867664036,98.99947848151324,1.0005215184867664,1.0516034180533818,0.010010433089550649,0.22830826682444638,0.2282854943046031,0.10148032571780406,2.5904459539422895,0
2,72.76453191273922,44.603917434671764,11310.169147653893,117.36844934741097,1.0002734771988833,0.00027347719888326516,98.99972652280111,1.0002734771988833,1.0270668405257277,0.01000547029187545,0.1653488522949776,0.16530252756565833,0.07732428316320056,4.85956847545623,0
3,74.03383169071104,49.98603766415442,12103.517727646438,124.01986935486546,1.0001441311050312,0.00014413110503119775,98.99985586889497,1.0001441311050312,1.0142669230907149,0.010002882829838378,0.12004596380115241,0.12000850314151101,0.05804317088319643,5.848104844293095,0
4,76.92971676548714,54.329553473582635,12896.278326762227,131.2592702390698,1.0000762928842049,7.62928842048538e-05,98.9999237071158,1.0000762928842049,1.0075524193404233,0.010001525915890139,0.08734246621472874,0.08731764987458535,0.043179052784192797,6.410021778200462,0
5,80.74299594766086,58.08729639010017,13688.707304663543,138.83029233776102,1.000040538259413,4.053825941308098e-05,98.99995946174059,1.000040538259413,1.0040131249968058,0.010000810781621766,0.06366837215542785,0.06365326697705953,0.031951431134567325,6.6840991163608265,0
6,85.07368540640684,61.51466339501604,14480.94924819988,146.58834880142288,1.0000216127289756,2.1612728975606288e-05,98.99997838727103,1.0000216127289756,1.0021396139256824,0.010000432259250614,0.0464889899606862,0.04648019409969617,0.02357169227831579,6.798356255887711,0
7,89.69619426113958,64.7556983857886,15273.085704354382,154.45189264692817,1.000011557368323,1.1557368323034112e-05,98.99998844263168,1.000011557368323,1.0011441662404335,0.010000231148702186,0.03399593321533517,0.033990940797212765,0.01736124513285105,6.842033442164275,0
8,94.48328925520883,67.89164212058435,16065.162665625512,162.37493137579318,1.0000061969746494,6.196974649430587e-06,98.99999380302535,1.0000061969746494,1.0006134966884843,0.010000123939877013,0.02489364627203849,0.024890856515757953,0.012777162812835674,6.857814585962914,0
9,99.36321083186384,70.96831438700917,16857.206071782428,170.33152521887303,1.0000033308751535,3.3308751534733005e-06,98.99999666912484,1.0000033308751535,1.0003297555418107,0.010000066617614017,0.0182506549438122,0.01824911117241923,0.009401190669310782,6.863219973140955,0
10,104.29548660109727,74.01155754527275,17649.230552854922,178.30704414637,1.0000017943091775,1.7943091774608178e-06,98.99999820569083,1.0000017943091775,1.0001776362898396,0.010000035886215744,0.013395170614520632,0.013394321565363132,0.00691782372802853,6.864944892966985,0
11,109.25729013494494,77.03594668653342,18441.24436017982,186.29323682147836,1.000000968527455,9.685274549031675e-07,98.99999903147254,1.000000968527455,1.000095884125169,0.010000019370558479,0.009841374481537856,0.009840909295577571,0.005091929608892483,6.865431454979888,0
12,114.23574732803507,80.04970216220445,19233.252147511077,194.28544949023953,1.0000005237554288,5.237554288051172e-07,98.99999947624457,1.0000005237554288,1.000051851760297,0.01000001047511132,0.007237093024726929,0.007236838733848394,0.003749509814166472,6.865532087823693,0
13,119.2235971849379,83.0574602504829,20025.25653956589,202.2810574354208,1.0000002837149875,2.8371498750345836e-07,98.99999971628502,1.0000002837149875,1.000028087775788,0.010000005674300554,0.0053264895288481235,0.005326350696166493,0.0027623336657456666,6.865528596389471,0
14,124.21674450423109,86.06183581227192,20817.2590166848,210.278580316503,1.0000001539273968,1.5392739682873469e-07,98.9999998460726,1.0000001539273968,1.0000152388099426,0.010000003078548175,0.0039233579130012455,0.003923282158102559,0.0020361182646430275,6.86550658303524,0
15,129.2128795923125,89.06430362912093,21609.26041377988,218.27718322143343,1.0000000836331917,8.363319170534567e-08,98.9999999163668,1.0000000836331917,1.0000082796852932,0.010000001672663903,0.0028919402606353314,0.002891898928158998,0.0015016241523457686,6.865487931873061,0
16,134.2106997819904,92.0656954778238,22401.261201741505,226.2763952598142,1.000000045501447,4.550144705461889e-08,98.99999995449855,1.000000045501447,1.0000045046430555,0.010000000910028962,0.0021331067714541927,0.0021330842150057983,0.0011080283383694267,6.865475714330042,0
17,139.20947036896874,95.0664804804922,23193.261646151856,234.27595084946094,1.0000000247864855,2.47864855307256e-08,98.99999997521351,1.0000000247864855,1.000002453862022,0.010000000495729718,0.0015743724119901157,0.0015743600968565197,0.000818027537947672,6.865468507011592,0
18,144.20877698002445,98.06692322199717,23985.26189679929,242.27570020202162,1.0000000135179683,1.3517968300291727e-08,98.99999998648204,1.0000000135179683,1.0000013382788375,0.010000000270359369,0.0011626679714155826,0.0011626612438919715,0.0006042352059734713,6.865464483890186,0
19,149.20838590865998,101.06717292820596,24777.26203816445,250.27555883686594,1.0000000073804303,7.380430266934468e-09,98.99999999261956,1.0000000073804303,1.0000007306625833,0.010000000147608606,0.0008590943028832002,0.0008590906253602704,0.00044653687512514307,6.86546231111045,0
20,154.2081653444103,104.0673137625077,25569.262117894377,258.275479106918,1.0000000040336285,4.03362854228817e-09,98.99999999596638,1.0000000040336285,1.0000003993292226,0.01000000008067257,0.0006351085360800948,0.0006351065243936915,0.00033015145482140796,6.865461162229527,0
21,159.2080409461735,107.06739319305389,26361.26216286208,266.2754341392274,1.0000000022066173,2.206617333300187e-09,98.99999999779338,1.0000000022066173,1.0000002184551018,0.010000000044132347,0.0004697464559132966,0.00046974535468091716,0.0002442107406701899,6.865460563299094,0
22,164.2079707855679,110.06743799188193,27153.26218822385,274.27540877744985,1.0000000012082317,1.208231736882226e-09,98.99999999879176,1.0000000012082317,1.0000001196149555,0.010000000024164636,0.0003475962795287662,0.00034759567625330945,0.00018071863335643814,6.865460254100808,0
