Time,Average Wealth,Gini Coefficient,Average Competence
128,689.0929456203613,0.04759115375908962,1.2781208399334594
129,694.0929456203613,0.14509872820934105,1.2880422493847825
130,699.0929456203613,0.0693203122827154,1.2979626666858814
131,704.0929456203611,0.13966582089112406,1.3078820918669785
132,709.0929456203611,0.06948142474665119,1.3178005249593945
133,714.0929456203611,0.14916474205795807,1.32771796599553
134,719.0929456203614,0.056011576669340146,1.3376344150088457
135,724.0929456203613,0.18333319098892104,1.3475498720338461
136,729.0929456203613,0.08641444458766173,1.3574643371060617
137,734.092945620361,0.09708415679304111,1.3673778102620318
138,739.0929456203613,0.06295827923893228,1.3772902915392868
139,744.0929456203613,0.14348789430070213,1.3872017809763317
140,749.092945620361,0.054808949018984095,1.3971122786126327
141,754.092945620361,0.19379079008091182,1.4070217844885957
142,759.0929456203611,0.1042040838806301,1.4169302986455554
143,764.092945620361,0.0929132489021147,1.4268378211257564
144,769.0929456203611,0.08235372087826619,1.4367443519723408
145,774.092945620361,0.13011299246407104,1.4466498912293297
146,779.092945620361,0.06486253913916357,1.4565544389416127
147,784.0929456203613,0.17699421064959794,1.466457995154929
148,789.0929456203613,0.07822339664725675,1.4763605599158565
149,794.0929456203613,0.11248627183471484,1.4862621332717962
150,799.0929456203614,0.09246840264760607,1.4961627152709576
151,804.0929456203611,0.09515726976637666,1.5060623059623475
152,809.0929456203613,0.1272585378055382,1.5159609053957552
153,814.0929456203614,0.08285305526233572,1.5258585136217382
154,819.0929456203614,0.1357730595498755,1.5357551306916124
155,824.0929456203613,0.06999302488638265,1.5456507566574362
156,829.0929456203614,0.15188516554191012,1.5555453915719994
157,834.0929456203614,0.0568156002672886,1.5654390354888112
158,839.0929456203617,0.15757765019665143,1.5753316884620896
159,844.0929456203614,0.0877432878221211,1.5852233505467441
